"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","stat","symbol"
"ENSG00000000003",708.597861536998,-0.330508344677664,0.10110565248383,0.000153285545315219,0.00128920007141979,-3.78568532690298,"TSPAN6"
"ENSG00000000419",520.296296925274,0.150087811702063,0.106996658303046,0.0650355841534337,0.194929095892262,1.8450134358895,"DPM1"
"ENSG00000000457",237.162103834464,0.020718541591938,0.106116351138192,0.790437472526267,0.90990071600753,0.265742574051984,"SCYL3"
"ENSG00000000460",57.9323803212894,-0.0314810067345878,0.171305011783129,0.756022709115898,0.892994393216605,-0.310707876160307,"FIRRM"
"ENSG00000000971",5817.31081674539,0.387517513839547,0.0904754828727655,1.57266511329764e-06,2.06392265815014e-05,4.80177351352835,"CFH"
"ENSG00000001036",1282.10068817841,-0.203031549518485,0.0884651914066778,0.00675807015395439,0.0334600551938785,-2.70853638479262,"FUCA2"
"ENSG00000001084",609.888711231609,-0.024151234849513,0.11944962158345,0.775189897046113,0.902577918482308,-0.285592958753019,"GCLC"
"ENSG00000001167",369.340563608024,-0.434954132845047,0.126029651050893,3.32933237557597e-05,0.000329678865438693,-4.14968491720467,"NFYA"
"ENSG00000001460",183.236892721017,-0.0622722871448619,0.131261310764009,0.488907975314525,0.720495963621405,-0.692046742663282,"STPG1"
"ENSG00000001461",2813.83742255416,-0.0251746858442752,0.0817831829409773,0.690269888669399,0.856932642511986,-0.3984888323441,"NIPAL3"
"ENSG00000001497",539.821574730882,-0.00241134290142539,0.0825786062183038,0.96991612765674,0.988354131567092,-0.0377134806282081,"LAS1L"
"ENSG00000001561",114.037077799749,0.105715468191848,0.158641206888711,0.295544526635114,0.54374644467752,1.04603575096133,"ENPP4"
"ENSG00000001617",598.664307018364,-0.194265422003384,0.106254709803754,0.0208008176052894,0.081964284261339,-2.31158040317256,"SEMA3F"
"ENSG00000001626",5.76493538185727,-0.179752999417396,0.380638615870761,0.166442912556577,0.379922878136057,-1.3837242262634,"CFTR"
"ENSG00000001629",1779.81786317606,-0.195553254805453,0.0807299296280014,0.00513082190450807,0.0267241422825215,-2.79870355136814,"ANKIB1"
"ENSG00000001630",54.727467682366,0.0041669845103483,0.178147441672473,0.967497227880675,0.987094602984289,0.0407474568669509,"CYP51A1"
"ENSG00000001631",785.449616737739,-0.0224083019470614,0.0816770848137767,0.72270822142322,0.875209848804802,-0.354841653326982,"KRIT1"
"ENSG00000002016",183.859639860491,-0.200205034341439,0.146936944921926,0.0509929118099297,0.162715304504805,-1.95153941882837,"RAD52"
"ENSG00000002079",1.42772730704924,-0.0973546723642519,0.440208381110856,0.277961834416945,NA,-1.08490928680517,NA
"ENSG00000002330",178.056083595009,0.0478811938332391,0.115884409380223,0.563772173968384,0.775300791872265,0.577247647323492,"BAD"
"ENSG00000002549",1253.6302802743,0.13619496401952,0.101297453851643,0.0783820883547256,0.22297461678499,1.76015170298325,"LAP3"
"ENSG00000002586",8285.39793029793,0.0630394732214105,0.0736405874158147,0.267641888467682,0.512311788282091,1.10850938454307,"CD99"
"ENSG00000002745",6.89982954221215,-0.0375467622776518,0.291906875961309,0.727900544611695,0.877989185659663,-0.347919627304209,"WNT16"
"ENSG00000002746",108.44215151566,0.0478188895496226,0.137712078400236,0.604104550056675,0.803808533546485,0.518507039192364,"HECW1"
"ENSG00000002822",349.806186146653,-0.099662626040977,0.113118990813502,0.225346514363131,0.460041951810233,-1.21243342028556,"MAD1L1"
"ENSG00000002834",7168.80172554647,0.352867539684343,0.0942927772716371,2.17781076159642e-05,0.000226602906249894,4.24583477303327,"LASP1"
"ENSG00000002919",250.507676868456,0.310922931256325,0.14057281686188,0.0037645733104143,0.0205083945418098,2.89724358952187,"SNX11"
"ENSG00000002933",540.277871458637,0.259970050914903,0.143391542957753,0.013580463284876,0.0583749496907947,2.46817309310623,"TMEM176A"
"ENSG00000003056",1065.26652768511,-0.0474205464766854,0.0783717747184738,0.432278586798072,0.674820143463149,-0.785298480012393,"M6PR"
"ENSG00000003096",377.975261226872,-0.889013614674262,0.144188839138086,5.504814012747e-11,1.38441849759908e-09,-6.55660073146684,"KLHL13"
"ENSG00000003137",104.515194808615,-0.606752693383039,0.321156540899622,0.00205179145069637,0.0123285249713286,-3.08263137025223,"CYP26B1"
"ENSG00000003249",116.349026825881,-0.150153225273337,0.158809649763372,0.147173128683523,0.350525142837312,-1.44958913122886,"DBNDD1"
"ENSG00000003393",851.090875287858,0.129632509880927,0.0930966614573608,0.0728546506020991,0.211582390023683,1.79374016928249,"ALS2"
"ENSG00000003400",80.1567179115993,-0.215811256471919,0.195410286557819,0.0705776540683514,0.206868702561852,-1.80818537485927,"CASP10"
"ENSG00000003402",2546.60932638954,1.15355889215323,0.121223702762274,7.79604652323882e-23,6.59992069986114e-21,9.83705373001855,"CFLAR"
"ENSG00000003436",4469.50766637531,-0.117296724641147,0.127113844733058,0.190740894137839,0.414690113707923,-1.30839049720017,"TFPI"
"ENSG00000003509",290.814036626452,-0.0286537369800588,0.102613168358565,0.706211010331168,0.865578910976864,-0.376949666949916,"NDUFAF7"
"ENSG00000003756",2117.4540032691,-0.145939911942163,0.0938535407162976,0.0481187948874639,0.156113369811218,-1.97631779957371,"RBM5"
"ENSG00000003987",25.5043393924387,0.552469343741866,0.387397151853278,0.00652273374134738,0.0324463268479934,2.72027656055768,"MTMR7"
"ENSG00000003989",38.4395982983182,0.19127927590363,0.264252149120923,0.142011761765426,0.341661919700356,1.46834047501105,"SLC7A2"
"ENSG00000004059",1225.35049139531,0.326792596837455,0.0885561253627875,3.4585246258341e-05,0.000341179548274911,4.14096186505574,"ARF5"
"ENSG00000004139",84.8823311299562,-0.0743067162854925,0.152672606810709,0.447853986157987,0.687410885120941,-0.758997610545809,"SARM1"
"ENSG00000004142",1460.1152046866,0.108377776613884,0.0846624537243361,0.0995910396921145,0.264753888799677,1.64683950141693,"POLDIP2"
"ENSG00000004399",3634.48000337917,-0.0232459961392158,0.088091472007212,0.729971983361158,0.878885008548763,-0.345162800108832,"PLXND1"
"ENSG00000004455",1224.83463534404,0.0175680045585903,0.0921223572311282,0.801654393687261,0.915168606776684,0.251206584989798,"AK2"
"ENSG00000004468",1.31743599562979,-0.0572045545096568,0.392745107899316,0.523177308924211,NA,-0.638455352227029,"CD38"
"ENSG00000004478",466.434730395202,-0.0447955001044875,0.0917144524488681,0.518406538646939,0.74150372455701,-0.645803627222504,"FKBP4"
"ENSG00000004487",1237.79398066331,-0.26119369668399,0.0868086283256563,0.000657612523210143,0.00465022314451972,-3.40666722369482,"KDM1A"
"ENSG00000004534",1285.22373211664,-0.148223743541706,0.0909180954681725,0.0404417429767933,0.136896097119868,-2.04920838017381,"RBM6"
"ENSG00000004660",78.1195925996948,-0.296382522126182,0.246680157730673,0.0345611367667987,0.121459056359173,-2.11346325599317,"CAMKK1"
"ENSG00000004700",1035.32737267248,0.316719121065598,0.101909833379913,0.000296559919836939,0.00231396299199467,3.61828656985183,"RECQL"
"ENSG00000004766",478.923781348217,-0.0179882144046084,0.0872550807633142,0.787939030991885,0.908830807964174,-0.268987851964873,"VPS50"
"ENSG00000004776",2774.54856159919,-0.0487573344601093,0.0768824847598203,0.411029151833238,0.656989144660466,-0.822083893126942,"HSPB6"
"ENSG00000004777",97.180969277096,-0.228765857664863,0.190459808529903,0.0547707307523932,0.17170128945187,-1.92069055740338,"ARHGAP33"
